"","x"
"1",0.971
"2",0.973
"3",0.968
"4",0.972
"5",0.957
"6",0.96
"7",0.948
"8",0.964
"9",0.964
"10",0.969
"11",0.953
"12",0.953
"13",0.953
"14",0.958
"15",0.954
"16",0.964
"17",0.962
"18",0.969
"19",0.947
"20",0.945
"21",0.953
"22",0.96
"23",0.951
"24",0.953
"25",0.956
"26",0.946
"27",0.962
"28",0.946
"29",0.956
"30",0.96
"31",0.947
"32",0.939
"33",0.949
"34",0.939
"35",0.942
"36",0.943
"37",0.949
"38",0.914
"39",0.949
"40",0.947
"41",0.944
"42",0.939
"43",0.94
"44",0.932
"45",0.933
"46",0.93
"47",0.932
"48",0.919
"49",0.939
"50",0.918
"51",0.933
"52",0.919
"53",0.916
"54",0.924
"55",0.929
"56",0.928
"57",0.935
"58",0.927
"59",0.914
"60",0.917
"61",0.891
"62",0.91
"63",0.918
"64",0.909
"65",0.917
"66",0.904
"67",0.909
"68",0.901
"69",0.908
"70",0.919
"71",0.903
"72",0.897
"73",0.889
"74",0.906
"75",0.903
"76",0.888
"77",0.895
"78",0.892
"79",0.902
"80",0.898
"81",0.912
"82",0.893
"83",0.894
"84",0.877
"85",0.897
"86",0.878
"87",0.876
"88",0.884
"89",0.884
"90",0.871
"91",0.88
"92",0.868
"93",0.868
"94",0.864
"95",0.88
"96",0.887
"97",0.88
"98",0.856
"99",0.854
"100",0.866
"101",0.853
"102",0.851
"103",0.878
"104",0.849
"105",0.847
"106",0.866
"107",0.859
"108",0.849
"109",0.836
"110",0.865
"111",0.852
"112",0.837
"113",0.856
"114",0.849
"115",0.844
"116",0.861
"117",0.84
"118",0.838
"119",0.851
"120",0.836
"121",0.819
"122",0.839
"123",0.843
"124",0.855
"125",0.847
"126",0.852
"127",0.846
"128",0.838
"129",0.809
"130",0.836
"131",0.806
"132",0.824
"133",0.814
"134",0.805
"135",0.819
"136",0.807
"137",0.791
"138",0.844
"139",0.825
"140",0.823
"141",0.822
"142",0.805
"143",0.788
"144",0.808
"145",0.819
"146",0.783
"147",0.783
"148",0.792
"149",0.813
"150",0.782
"151",0.794
"152",0.788
"153",0.776
"154",0.802
"155",0.79
"156",0.796
"157",0.767
"158",0.783
"159",0.781
"160",0.801
"161",0.786
"162",0.767
"163",0.779
"164",0.785
"165",0.79
"166",0.765
"167",0.784
"168",0.731
"169",0.782
"170",0.762
"171",0.762
"172",0.771
"173",0.747
"174",0.778
"175",0.751
"176",0.771
"177",0.743
"178",0.761
"179",0.749
"180",0.731
"181",0.723
"182",0.734
"183",0.761
"184",0.719
"185",0.724
"186",0.727
"187",0.76
"188",0.743
"189",0.764
"190",0.715
"191",0.727
"192",0.756
"193",0.719
"194",0.724
"195",0.722
"196",0.726
"197",0.707
"198",0.728
"199",0.714
"200",0.721
"201",0.705
"202",0.693
"203",0.722
"204",0.698
"205",0.737
"206",0.715
"207",0.711
"208",0.715
"209",0.699
"210",0.698
"211",0.683
"212",0.67
"213",0.72
"214",0.705
"215",0.691
"216",0.689
"217",0.702
"218",0.703
"219",0.687
"220",0.686
"221",0.663
"222",0.7
"223",0.675
"224",0.672
"225",0.661
"226",0.677
"227",0.685
"228",0.684
"229",0.667
"230",0.664
"231",0.644
"232",0.674
"233",0.649
"234",0.646
"235",0.653
"236",0.644
"237",0.665
"238",0.664
"239",0.615
"240",0.642
"241",0.64
"242",0.623
"243",0.649
"244",0.619
"245",0.631
"246",0.625
"247",0.666
"248",0.668
"249",0.649
"250",0.644
"251",0.621
"252",0.637
"253",0.634
"254",0.626
"255",0.635
"256",0.62
"257",0.633
"258",0.621
"259",0.634
"260",0.613
"261",0.601
"262",0.606
"263",0.623
"264",0.607
"265",0.598
"266",0.593
"267",0.599
"268",0.59
"269",0.608
"270",0.58
"271",0.601
"272",0.572
"273",0.581
"274",0.605
"275",0.61
"276",0.596
"277",0.607
"278",0.605
"279",0.598
"280",0.581
"281",0.584
"282",0.568
"283",0.591
"284",0.595
"285",0.59
"286",0.57
"287",0.608
"288",0.583
"289",0.541
"290",0.56
"291",0.566
"292",0.576
"293",0.553
"294",0.534
"295",0.541
"296",0.56
"297",0.558
"298",0.551
"299",0.575
"300",0.582
"301",0.524
"302",0.54
"303",0.546
"304",0.522
"305",0.518
"306",0.566
"307",0.542
"308",0.537
"309",0.52
"310",0.519
"311",0.532
"312",0.507
"313",0.532
"314",0.508
"315",0.5
"316",0.54
"317",0.546
"318",0.519
"319",0.514
"320",0.53
"321",0.51
"322",0.494
"323",0.521
"324",0.485
"325",0.494
"326",0.506
"327",0.549
"328",0.483
"329",0.504
"330",0.507
"331",0.506
"332",0.505
"333",0.513
"334",0.481
"335",0.488
"336",0.499
"337",0.498
"338",0.467
"339",0.47
"340",0.491
"341",0.49
"342",0.508
"343",0.494
"344",0.492
"345",0.471
"346",0.478
"347",0.457
"348",0.44
"349",0.502
"350",0.461
"351",0.49
"352",0.458
"353",0.458
"354",0.499
"355",0.467
"356",0.476
"357",0.459
"358",0.466
"359",0.442
"360",0.449
"361",0.447
"362",0.463
"363",0.44
"364",0.458
"365",0.434
"366",0.447
"367",0.462
"368",0.43
"369",0.448
"370",0.448
"371",0.414
"372",0.436
"373",0.412
"374",0.436
"375",0.466
"376",0.43
"377",0.416
"378",0.402
"379",0.448
"380",0.425
"381",0.425
"382",0.442
"383",0.427
"384",0.423
"385",0.432
"386",0.441
"387",0.423
"388",0.428
"389",0.414
"390",0.431
"391",0.418
"392",0.436
"393",0.414
"394",0.403
"395",0.405
"396",0.422
"397",0.438
"398",0.421
"399",0.416
"400",0.415
"401",0.405
"402",0.375
"403",0.388
"404",0.382
"405",0.404
"406",0.41
"407",0.377
"408",0.38
"409",0.402
"410",0.398
"411",0.405
"412",0.368
"413",0.374
"414",0.383
"415",0.396
"416",0.38
"417",0.372
"418",0.364
"419",0.392
"420",0.403
"421",0.364
"422",0.366
"423",0.357
"424",0.377
"425",0.362
"426",0.403
"427",0.376
"428",0.358
"429",0.348
"430",0.379
"431",0.386
"432",0.367
"433",0.35
"434",0.35
"435",0.332
"436",0.347
"437",0.366
"438",0.369
"439",0.352
"440",0.347
"441",0.365
"442",0.318
"443",0.35
"444",0.352
"445",0.333
"446",0.308
"447",0.336
"448",0.339
"449",0.352
"450",0.326
"451",0.34
"452",0.341
"453",0.332
"454",0.339
"455",0.36
"456",0.318
"457",0.327
"458",0.331
"459",0.326
"460",0.341
"461",0.32
"462",0.279
"463",0.32
"464",0.322
"465",0.322
"466",0.315
"467",0.33
"468",0.346
"469",0.322
"470",0.333
"471",0.33
"472",0.319
"473",0.302
"474",0.277
"475",0.33
"476",0.318
"477",0.318
"478",0.31
"479",0.302
"480",0.309
"481",0.311
"482",0.307
"483",0.29
"484",0.313
"485",0.294
"486",0.316
"487",0.286
"488",0.29
"489",0.319
"490",0.312
"491",0.312
"492",0.288
"493",0.27
"494",0.294
"495",0.288
"496",0.301
"497",0.29
"498",0.298
"499",0.293
"500",0.31
"501",0.29
"502",0.292
"503",0.277
"504",0.29
"505",0.271
"506",0.305
"507",0.285
"508",0.284
"509",0.271
"510",0.271
"511",0.285
"512",0.278
"513",0.258
"514",0.261
"515",0.29
"516",0.274
"517",0.282
"518",0.279
"519",0.274
"520",0.261
"521",0.265
"522",0.261
"523",0.267
"524",0.26
"525",0.252
"526",0.245
"527",0.28
"528",0.269
"529",0.245
"530",0.281
"531",0.258
"532",0.254
"533",0.253
"534",0.238
"535",0.25
"536",0.285
"537",0.232
"538",0.218
"539",0.259
"540",0.249
"541",0.263
"542",0.257
"543",0.249
"544",0.237
"545",0.251
"546",0.25
"547",0.282
"548",0.27
"549",0.255
"550",0.224
"551",0.248
"552",0.22
"553",0.221
"554",0.238
"555",0.232
"556",0.227
"557",0.26
"558",0.226
"559",0.247
"560",0.244
"561",0.218
"562",0.224
"563",0.244
"564",0.224
"565",0.221
"566",0.226
"567",0.235
"568",0.19
"569",0.209
"570",0.222
"571",0.214
"572",0.236
"573",0.232
"574",0.234
"575",0.223
"576",0.202
"577",0.225
"578",0.232
"579",0.218
"580",0.213
"581",0.201
"582",0.23
"583",0.219
"584",0.223
"585",0.205
"586",0.218
"587",0.202
"588",0.22
"589",0.222
"590",0.207
"591",0.215
"592",0.213
"593",0.202
"594",0.194
"595",0.201
"596",0.206
"597",0.212
"598",0.198
"599",0.2
"600",0.203
"601",0.206
"602",0.207
"603",0.192
"604",0.203
"605",0.207
"606",0.188
"607",0.21
"608",0.207
"609",0.212
"610",0.194
"611",0.187
"612",0.215
"613",0.183
"614",0.201
"615",0.192
"616",0.206
"617",0.197
"618",0.2
"619",0.197
"620",0.182
"621",0.178
"622",0.196
"623",0.179
"624",0.178
"625",0.18
"626",0.181
"627",0.18
"628",0.177
"629",0.187
"630",0.173
"631",0.181
"632",0.183
"633",0.173
"634",0.184
"635",0.176
"636",0.172
"637",0.194
"638",0.177
"639",0.173
"640",0.175
"641",0.169
"642",0.163
"643",0.178
"644",0.182
"645",0.171
"646",0.19
"647",0.157
"648",0.177
"649",0.171
"650",0.176
"651",0.179
"652",0.15
"653",0.168
"654",0.171
"655",0.157
"656",0.17
"657",0.144
"658",0.179
"659",0.162
"660",0.176
"661",0.17
"662",0.152
"663",0.142
"664",0.151
"665",0.145
"666",0.153
"667",0.145
"668",0.152
"669",0.145
"670",0.18
"671",0.159
"672",0.145
"673",0.15
"674",0.121
"675",0.149
"676",0.171
"677",0.155
"678",0.146
"679",0.16
"680",0.172
"681",0.131
"682",0.153
"683",0.138
"684",0.148
"685",0.151
"686",0.156
"687",0.134
"688",0.151
"689",0.142
"690",0.14
"691",0.128
"692",0.129
"693",0.158
"694",0.134
"695",0.141
"696",0.13
"697",0.146
"698",0.169
"699",0.151
"700",0.165
"701",0.148
"702",0.144
"703",0.131
"704",0.132
"705",0.141
"706",0.141
"707",0.127
"708",0.144
"709",0.111
"710",0.147
"711",0.134
"712",0.118
"713",0.142
"714",0.133
"715",0.148
"716",0.137
"717",0.157
"718",0.136
"719",0.144
"720",0.124
"721",0.136
"722",0.104
"723",0.122
"724",0.113
"725",0.119
"726",0.125
"727",0.119
"728",0.133
"729",0.133
"730",0.124
"731",0.139
"732",0.13
"733",0.127
"734",0.131
"735",0.131
"736",0.105
"737",0.121
"738",0.129
"739",0.123
"740",0.115
"741",0.127
"742",0.115
"743",0.109
"744",0.11
"745",0.108
"746",0.109
"747",0.116
"748",0.099
"749",0.132
"750",0.134
"751",0.115
"752",0.116
"753",0.101
"754",0.121
"755",0.12
"756",0.122
"757",0.109
"758",0.12
"759",0.096
"760",0.125
"761",0.096
"762",0.123
"763",0.115
"764",0.137
"765",0.106
"766",0.101
"767",0.099
"768",0.095
"769",0.098
"770",0.106
"771",0.101
"772",0.099
"773",0.106
"774",0.102
"775",0.105
"776",0.128
"777",0.12
"778",0.091
"779",0.113
"780",0.093
"781",0.106
"782",0.102
"783",0.085
"784",0.098
"785",0.109
"786",0.115
"787",0.091
"788",0.114
"789",0.098
"790",0.099
"791",0.097
"792",0.094
"793",0.092
"794",0.085
"795",0.094
"796",0.1
"797",0.109
"798",0.084
"799",0.125
"800",0.103
"801",0.097
"802",0.096
"803",0.095
"804",0.106
"805",0.1
"806",0.088
"807",0.084
"808",0.087
"809",0.105
"810",0.087
"811",0.081
"812",0.093
"813",0.089
"814",0.078
"815",0.09
"816",0.113
"817",0.077
"818",0.08
"819",0.078
"820",0.075
"821",0.081
"822",0.085
"823",0.085
"824",0.093
"825",0.09
"826",0.09
"827",0.092
"828",0.095
"829",0.094
"830",0.087
"831",0.09
"832",0.095
"833",0.089
"834",0.071
"835",0.089
"836",0.105
"837",0.067
"838",0.077
"839",0.111
"840",0.08
"841",0.089
"842",0.071
"843",0.081
"844",0.088
"845",0.074
"846",0.089
"847",0.075
"848",0.078
"849",0.071
"850",0.079
"851",0.072
"852",0.089
"853",0.073
"854",0.079
"855",0.09
"856",0.084
"857",0.085
"858",0.079
"859",0.066
"860",0.065
"861",0.076
"862",0.085
"863",0.092
"864",0.071
"865",0.065
"866",0.084
"867",0.068
"868",0.079
"869",0.074
"870",0.077
"871",0.073
"872",0.074
"873",0.079
"874",0.059
"875",0.083
"876",0.079
"877",0.074
"878",0.081
"879",0.093
"880",0.066
"881",0.079
"882",0.068
"883",0.074
"884",0.061
"885",0.084
"886",0.081
"887",0.068
"888",0.067
"889",0.069
"890",0.067
"891",0.077
"892",0.07
"893",0.076
"894",0.068
"895",0.073
"896",0.076
"897",0.058
"898",0.069
"899",0.066
"900",0.067
"901",0.062
"902",0.067
"903",0.078
"904",0.054
"905",0.068
"906",0.061
"907",0.072
"908",0.067
"909",0.066
"910",0.071
"911",0.066
"912",0.058
"913",0.066
"914",0.076
"915",0.061
"916",0.054
"917",0.059
"918",0.057
"919",0.071
"920",0.052
"921",0.066
"922",0.067
"923",0.047
"924",0.072
"925",0.056
"926",0.059
"927",0.051
"928",0.051
"929",0.054
"930",0.072
"931",0.066
"932",0.054
"933",0.073
"934",0.062
"935",0.059
"936",0.059
"937",0.059
"938",0.052
"939",0.057
"940",0.054
"941",0.057
"942",0.053
"943",0.058
"944",0.045
"945",0.059
"946",0.061
"947",0.058
"948",0.051
"949",0.046
"950",0.04
"951",0.048
"952",0.043
"953",0.066
"954",0.052
"955",0.053
"956",0.065
"957",0.063
"958",0.051
"959",0.056
"960",0.058
"961",0.049
"962",0.054
"963",0.052
"964",0.052
"965",0.054
"966",0.055
"967",0.052
"968",0.059
"969",0.058
"970",0.049
"971",0.039
"972",0.06
"973",0.034
"974",0.049
"975",0.045
"976",0.049
"977",0.052
"978",0.055
"979",0.054
"980",0.04
"981",0.053
"982",0.032
"983",0.062
"984",0.051
"985",0.058
"986",0.046
"987",0.052
"988",0.038
"989",0.055
"990",0.056
"991",0.056
"992",0.057
"993",0.047
"994",0.039
"995",0.061
"996",0.051
"997",0.056
"998",0.039
"999",0.055
"1000",0.053
