"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",0.998
"20",1
"21",0.999
"22",0.999
"23",1
"24",0.999
"25",1
"26",1
"27",1
"28",1
"29",1
"30",1
"31",1
"32",1
"33",1
"34",1
"35",1
"36",1
"37",0.999
"38",1
"39",1
"40",1
"41",0.999
"42",0.999
"43",0.999
"44",1
"45",1
"46",0.998
"47",1
"48",1
"49",1
"50",1
"51",1
"52",1
"53",0.999
"54",1
"55",1
"56",1
"57",1
"58",1
"59",1
"60",1
"61",1
"62",1
"63",0.999
"64",1
"65",1
"66",0.999
"67",1
"68",1
"69",0.998
"70",1
"71",0.999
"72",1
"73",0.999
"74",1
"75",0.999
"76",1
"77",1
"78",0.999
"79",0.999
"80",0.999
"81",1
"82",1
"83",1
"84",0.998
"85",0.999
"86",0.999
"87",0.999
"88",0.999
"89",0.999
"90",0.999
"91",0.999
"92",0.999
"93",1
"94",1
"95",1
"96",0.999
"97",0.998
"98",0.999
"99",0.999
"100",1
"101",1
"102",0.996
"103",1
"104",1
"105",1
"106",1
"107",1
"108",1
"109",1
"110",0.997
"111",1
"112",0.999
"113",0.999
"114",0.998
"115",0.997
"116",0.999
"117",0.999
"118",0.999
"119",0.999
"120",1
"121",1
"122",0.998
"123",0.999
"124",0.997
"125",0.999
"126",0.997
"127",1
"128",0.997
"129",0.997
"130",0.999
"131",0.998
"132",0.998
"133",1
"134",0.999
"135",0.998
"136",0.997
"137",0.997
"138",1
"139",0.998
"140",0.997
"141",0.999
"142",0.998
"143",0.996
"144",1
"145",0.997
"146",0.997
"147",1
"148",0.999
"149",0.996
"150",0.997
"151",0.996
"152",0.997
"153",0.995
"154",1
"155",0.998
"156",0.999
"157",0.995
"158",0.994
"159",0.993
"160",0.996
"161",0.998
"162",0.997
"163",0.996
"164",0.995
"165",0.994
"166",0.998
"167",0.996
"168",0.993
"169",0.996
"170",0.998
"171",0.999
"172",0.998
"173",0.997
"174",0.996
"175",0.999
"176",0.995
"177",0.998
"178",0.994
"179",0.992
"180",0.989
"181",0.993
"182",0.993
"183",0.996
"184",0.996
"185",0.996
"186",0.995
"187",0.99
"188",0.994
"189",0.994
"190",0.992
"191",0.995
"192",0.994
"193",0.992
"194",0.996
"195",0.993
"196",0.993
"197",0.986
"198",0.986
"199",0.996
"200",0.992
"201",0.992
"202",0.992
"203",0.995
"204",0.993
"205",0.996
"206",0.992
"207",0.995
"208",0.992
"209",0.984
"210",0.993
"211",0.988
"212",0.991
"213",0.993
"214",0.992
"215",0.992
"216",0.991
"217",0.992
"218",0.989
"219",0.985
"220",0.991
"221",0.987
"222",0.989
"223",0.987
"224",0.995
"225",0.991
"226",0.995
"227",0.993
"228",0.984
"229",0.984
"230",0.99
"231",0.991
"232",0.99
"233",0.984
"234",0.983
"235",0.988
"236",0.987
"237",0.988
"238",0.987
"239",0.987
"240",0.986
"241",0.982
"242",0.977
"243",0.991
"244",0.978
"245",0.987
"246",0.986
"247",0.978
"248",0.982
"249",0.989
"250",0.983
"251",0.985
"252",0.985
"253",0.98
"254",0.981
"255",0.979
"256",0.978
"257",0.972
"258",0.973
"259",0.985
"260",0.973
"261",0.981
"262",0.98
"263",0.973
"264",0.972
"265",0.976
"266",0.967
"267",0.975
"268",0.974
"269",0.974
"270",0.971
"271",0.975
"272",0.97
"273",0.96
"274",0.966
"275",0.979
"276",0.973
"277",0.972
"278",0.965
"279",0.967
"280",0.969
"281",0.974
"282",0.966
"283",0.973
"284",0.967
"285",0.968
"286",0.969
"287",0.96
"288",0.963
"289",0.965
"290",0.964
"291",0.966
"292",0.962
"293",0.968
"294",0.958
"295",0.965
"296",0.96
"297",0.956
"298",0.956
"299",0.956
"300",0.957
"301",0.945
"302",0.952
"303",0.948
"304",0.95
"305",0.956
"306",0.96
"307",0.955
"308",0.947
"309",0.94
"310",0.958
"311",0.936
"312",0.955
"313",0.949
"314",0.945
"315",0.939
"316",0.942
"317",0.939
"318",0.949
"319",0.96
"320",0.94
"321",0.957
"322",0.946
"323",0.937
"324",0.942
"325",0.941
"326",0.94
"327",0.96
"328",0.944
"329",0.945
"330",0.94
"331",0.928
"332",0.934
"333",0.937
"334",0.942
"335",0.916
"336",0.945
"337",0.944
"338",0.932
"339",0.936
"340",0.917
"341",0.929
"342",0.92
"343",0.918
"344",0.912
"345",0.923
"346",0.913
"347",0.914
"348",0.932
"349",0.92
"350",0.927
"351",0.906
"352",0.909
"353",0.907
"354",0.916
"355",0.904
"356",0.912
"357",0.912
"358",0.893
"359",0.909
"360",0.913
"361",0.9
"362",0.896
"363",0.897
"364",0.909
"365",0.908
"366",0.913
"367",0.893
"368",0.901
