"","x"
"1",0.958
"2",0.961
"3",0.956
"4",0.961
"5",0.958
"6",0.959
"7",0.964
"8",0.953
"9",0.955
"10",0.958
"11",0.942
"12",0.958
"13",0.953
"14",0.958
"15",0.945
"16",0.943
"17",0.967
"18",0.95
"19",0.952
"20",0.949
"21",0.949
"22",0.952
"23",0.942
"24",0.941
"25",0.959
"26",0.951
"27",0.938
"28",0.95
"29",0.943
"30",0.955
"31",0.946
"32",0.944
"33",0.946
"34",0.947
"35",0.932
"36",0.937
"37",0.934
"38",0.948
"39",0.919
"40",0.938
"41",0.936
"42",0.925
"43",0.932
"44",0.933
"45",0.928
"46",0.941
"47",0.936
"48",0.918
"49",0.941
"50",0.93
"51",0.922
"52",0.921
"53",0.921
"54",0.935
"55",0.939
"56",0.932
"57",0.934
"58",0.945
"59",0.949
"60",0.927
"61",0.925
"62",0.929
"63",0.935
"64",0.92
"65",0.938
"66",0.928
"67",0.932
"68",0.92
"69",0.918
"70",0.914
"71",0.928
"72",0.915
"73",0.926
"74",0.925
"75",0.914
"76",0.927
"77",0.916
"78",0.914
"79",0.904
"80",0.921
"81",0.918
"82",0.916
"83",0.915
"84",0.919
"85",0.898
"86",0.913
"87",0.916
"88",0.908
"89",0.908
"90",0.886
"91",0.907
"92",0.924
"93",0.899
"94",0.901
"95",0.898
"96",0.904
"97",0.892
"98",0.899
"99",0.9
"100",0.921
"101",0.895
"102",0.903
"103",0.902
"104",0.888
"105",0.91
"106",0.901
"107",0.894
"108",0.904
"109",0.903
"110",0.897
"111",0.901
"112",0.903
"113",0.895
"114",0.902
"115",0.91
"116",0.891
"117",0.905
"118",0.901
"119",0.884
"120",0.883
"121",0.893
"122",0.896
"123",0.883
"124",0.876
"125",0.891
"126",0.88
"127",0.886
"128",0.885
"129",0.904
"130",0.888
"131",0.886
"132",0.888
"133",0.867
"134",0.881
"135",0.864
"136",0.888
"137",0.895
"138",0.879
"139",0.89
"140",0.866
"141",0.863
"142",0.886
"143",0.883
"144",0.878
"145",0.882
"146",0.866
"147",0.858
"148",0.875
"149",0.881
"150",0.855
"151",0.874
"152",0.857
"153",0.864
"154",0.849
"155",0.857
"156",0.889
"157",0.865
"158",0.858
"159",0.857
"160",0.855
"161",0.861
"162",0.875
"163",0.865
"164",0.856
"165",0.888
"166",0.847
"167",0.878
"168",0.851
"169",0.84
"170",0.841
"171",0.871
"172",0.842
"173",0.867
"174",0.851
"175",0.874
"176",0.851
"177",0.854
"178",0.843
"179",0.833
"180",0.85
"181",0.85
"182",0.839
"183",0.833
"184",0.851
"185",0.856
"186",0.842
"187",0.83
"188",0.867
