"","x"
"1",0.57
"2",0.554
"3",0.56
"4",0.565
"5",0.561
"6",0.541
"7",0.534
"8",0.543
"9",0.539
"10",0.533
"11",0.519
"12",0.546
"13",0.54
"14",0.527
"15",0.528
"16",0.533
"17",0.547
"18",0.551
"19",0.538
"20",0.552
"21",0.523
"22",0.533
"23",0.506
"24",0.54
"25",0.529
"26",0.519
"27",0.513
"28",0.528
"29",0.525
"30",0.541
"31",0.5
"32",0.523
"33",0.513
"34",0.547
"35",0.517
"36",0.506
"37",0.53
"38",0.533
"39",0.522
"40",0.531
"41",0.511
"42",0.513
"43",0.522
"44",0.517
"45",0.515
"46",0.524
"47",0.494
"48",0.519
"49",0.53
"50",0.544
"51",0.529
"52",0.546
"53",0.535
"54",0.516
"55",0.526
"56",0.504
"57",0.495
"58",0.495
"59",0.504
"60",0.515
"61",0.508
"62",0.505
"63",0.518
"64",0.475
"65",0.508
"66",0.519
"67",0.503
"68",0.526
"69",0.483
"70",0.494
"71",0.479
"72",0.512
"73",0.494
"74",0.543
"75",0.495
"76",0.497
"77",0.49
"78",0.496
"79",0.488
"80",0.476
"81",0.523
"82",0.5
"83",0.499
"84",0.49
"85",0.501
"86",0.522
"87",0.456
"88",0.504
"89",0.483
"90",0.461
"91",0.478
"92",0.472
"93",0.486
"94",0.499
"95",0.507
"96",0.489
"97",0.486
"98",0.501
"99",0.524
"100",0.481
"101",0.481
"102",0.473
"103",0.476
"104",0.502
"105",0.495
"106",0.468
"107",0.465
"108",0.468
"109",0.481
"110",0.511
"111",0.482
"112",0.445
"113",0.469
"114",0.486
"115",0.464
"116",0.482
"117",0.483
"118",0.494
"119",0.422
"120",0.455
"121",0.458
"122",0.493
"123",0.507
"124",0.476
"125",0.47
"126",0.476
"127",0.465
"128",0.49
"129",0.455
"130",0.473
"131",0.456
"132",0.467
"133",0.452
"134",0.485
"135",0.477
"136",0.431
"137",0.456
"138",0.443
"139",0.462
"140",0.447
"141",0.469
"142",0.46
"143",0.457
"144",0.438
"145",0.447
"146",0.43
"147",0.456
"148",0.46
"149",0.416
"150",0.452
"151",0.468
"152",0.447
"153",0.47
"154",0.434
"155",0.418
"156",0.45
"157",0.45
"158",0.446
"159",0.444
"160",0.433
"161",0.457
"162",0.474
"163",0.423
"164",0.429
"165",0.439
"166",0.432
"167",0.454
"168",0.457
"169",0.436
"170",0.448
"171",0.433
"172",0.433
"173",0.436
"174",0.425
"175",0.443
"176",0.472
"177",0.416
"178",0.424
"179",0.422
"180",0.438
"181",0.441
"182",0.414
"183",0.432
"184",0.403
"185",0.426
"186",0.438
"187",0.41
"188",0.443
"189",0.446
"190",0.417
"191",0.459
"192",0.407
"193",0.399
"194",0.429
"195",0.407
"196",0.409
"197",0.423
"198",0.421
"199",0.428
"200",0.411
"201",0.397
"202",0.409
"203",0.422
"204",0.414
"205",0.402
"206",0.399
"207",0.425
"208",0.41
"209",0.387
"210",0.366
"211",0.399
"212",0.428
"213",0.434
"214",0.389
"215",0.41
"216",0.4
"217",0.404
"218",0.424
"219",0.382
"220",0.417
"221",0.399
"222",0.435
"223",0.363
"224",0.401
"225",0.401
"226",0.398
"227",0.42
"228",0.398
"229",0.391
"230",0.402
"231",0.405
"232",0.391
"233",0.423
"234",0.355
"235",0.384
"236",0.363
"237",0.418
"238",0.395
"239",0.377
"240",0.399
"241",0.363
"242",0.397
"243",0.376
"244",0.39
"245",0.392
"246",0.356
"247",0.377
"248",0.416
"249",0.394
"250",0.358
"251",0.375
"252",0.396
"253",0.341
"254",0.37
"255",0.376
"256",0.378
"257",0.387
"258",0.377
"259",0.39
"260",0.351
"261",0.372
"262",0.391
"263",0.388
"264",0.393
"265",0.375
"266",0.36
"267",0.375
"268",0.357
"269",0.375
"270",0.344
"271",0.363
"272",0.39
"273",0.355
"274",0.38
"275",0.351
"276",0.372
"277",0.379
"278",0.364
"279",0.342
"280",0.342
"281",0.368
"282",0.357
"283",0.359
"284",0.339
"285",0.333
"286",0.375
"287",0.362
"288",0.328
"289",0.353
"290",0.367
"291",0.317
"292",0.364
"293",0.344
"294",0.369
"295",0.36
"296",0.337
"297",0.353
"298",0.366
"299",0.339
"300",0.352
"301",0.368
"302",0.35
"303",0.356
"304",0.345
"305",0.34
"306",0.359
"307",0.349
"308",0.338
"309",0.337
"310",0.35
"311",0.344
"312",0.379
"313",0.348
"314",0.323
"315",0.35
"316",0.361
"317",0.345
"318",0.318
"319",0.326
"320",0.319
"321",0.332
"322",0.34
"323",0.338
"324",0.332
"325",0.317
"326",0.352
"327",0.321
"328",0.33
"329",0.325
"330",0.334
"331",0.315
"332",0.344
"333",0.32
"334",0.344
"335",0.336
"336",0.341
"337",0.316
"338",0.32
"339",0.309
"340",0.316
"341",0.299
"342",0.339
"343",0.313
"344",0.32
"345",0.309
"346",0.322
"347",0.322
"348",0.338
"349",0.311
"350",0.315
"351",0.31
"352",0.315
"353",0.314
"354",0.311
"355",0.298
"356",0.299
"357",0.343
"358",0.302
"359",0.298
"360",0.308
"361",0.305
"362",0.308
"363",0.311
"364",0.314
"365",0.296
"366",0.301
"367",0.286
"368",0.304
"369",0.312
"370",0.3
"371",0.284
"372",0.293
"373",0.282
"374",0.302
"375",0.298
"376",0.316
"377",0.299
"378",0.301
"379",0.291
"380",0.259
"381",0.274
"382",0.296
"383",0.291
"384",0.277
"385",0.295
"386",0.271
"387",0.268
"388",0.309
"389",0.278
"390",0.285
"391",0.278
"392",0.276
"393",0.273
