"","x"
"1",0.294
"2",0.266
"3",0.289
"4",0.271
"5",0.253
"6",0.303
"7",0.306
"8",0.261
"9",0.279
"10",0.284
"11",0.271
"12",0.282
"13",0.266
"14",0.283
"15",0.282
"16",0.264
"17",0.243
"18",0.276
"19",0.299
"20",0.242
"21",0.253
"22",0.293
"23",0.281
"24",0.287
"25",0.267
"26",0.276
"27",0.252
"28",0.248
"29",0.272
"30",0.26
"31",0.281
"32",0.269
"33",0.246
"34",0.258
"35",0.275
"36",0.273
"37",0.263
"38",0.286
"39",0.246
"40",0.262
"41",0.254
"42",0.278
"43",0.281
"44",0.285
"45",0.309
"46",0.277
"47",0.283
"48",0.256
"49",0.265
"50",0.242
"51",0.281
"52",0.246
"53",0.271
"54",0.275
"55",0.26
"56",0.265
"57",0.264
"58",0.272
"59",0.272
"60",0.255
"61",0.271
"62",0.281
"63",0.293
"64",0.277
"65",0.264
"66",0.267
"67",0.29
"68",0.248
"69",0.274
"70",0.262
"71",0.252
"72",0.263
"73",0.263
"74",0.28
"75",0.285
"76",0.238
"77",0.269
"78",0.248
"79",0.281
"80",0.266
"81",0.269
"82",0.276
"83",0.257
"84",0.257
"85",0.269
"86",0.28
"87",0.278
"88",0.262
"89",0.258
"90",0.246
"91",0.267
"92",0.288
"93",0.262
"94",0.274
"95",0.263
"96",0.265
"97",0.23
"98",0.277
"99",0.245
"100",0.275
"101",0.287
"102",0.271
"103",0.249
"104",0.284
"105",0.263
"106",0.268
"107",0.255
"108",0.273
"109",0.252
"110",0.27
"111",0.251
"112",0.262
"113",0.278
"114",0.271
"115",0.259
"116",0.276
"117",0.265
"118",0.243
"119",0.236
"120",0.277
"121",0.245
"122",0.273
"123",0.255
"124",0.275
"125",0.271
"126",0.277
"127",0.252
"128",0.25
"129",0.295
"130",0.259
"131",0.236
"132",0.251
"133",0.237
"134",0.257
"135",0.245
"136",0.234
"137",0.264
"138",0.263
"139",0.273
"140",0.253
"141",0.244
"142",0.263
"143",0.227
"144",0.245
"145",0.244
"146",0.261
"147",0.245
"148",0.278
"149",0.246
"150",0.27
"151",0.267
"152",0.258
"153",0.233
"154",0.252
"155",0.239
"156",0.257
"157",0.248
"158",0.271
"159",0.243
"160",0.258
"161",0.238
"162",0.269
"163",0.229
"164",0.251
"165",0.246
"166",0.27
"167",0.241
"168",0.242
"169",0.252
"170",0.245
"171",0.238
"172",0.258
"173",0.276
"174",0.245
"175",0.236
"176",0.249
"177",0.244
"178",0.22
"179",0.264
"180",0.25
"181",0.229
"182",0.24
"183",0.27
"184",0.231
"185",0.248
"186",0.242
"187",0.24
"188",0.244
"189",0.235
"190",0.254
"191",0.244
"192",0.244
"193",0.223
"194",0.232
"195",0.224
"196",0.244
"197",0.245
"198",0.236
"199",0.251
"200",0.231
"201",0.257
"202",0.242
"203",0.24
"204",0.231
"205",0.241
"206",0.231
"207",0.228
"208",0.209
"209",0.256
"210",0.218
"211",0.245
"212",0.233
"213",0.238
"214",0.22
"215",0.217
"216",0.252
"217",0.221
"218",0.229
"219",0.223
"220",0.248
