"","x"
"1",0.912
"2",0.892
"3",0.913
"4",0.895
"5",0.893
"6",0.91
"7",0.901
"8",0.904
"9",0.901
"10",0.883
"11",0.878
"12",0.905
"13",0.881
"14",0.893
"15",0.899
"16",0.892
"17",0.878
"18",0.881
"19",0.895
"20",0.874
"21",0.882
"22",0.89
"23",0.868
"24",0.883
"25",0.892
"26",0.878
"27",0.876
"28",0.864
"29",0.852
"30",0.877
"31",0.864
"32",0.882
"33",0.877
"34",0.856
"35",0.857
"36",0.868
"37",0.858
"38",0.865
"39",0.868
"40",0.848
"41",0.844
"42",0.89
"43",0.846
"44",0.865
"45",0.856
"46",0.843
"47",0.868
"48",0.845
"49",0.841
"50",0.838
"51",0.83
"52",0.837
"53",0.872
"54",0.821
"55",0.815
"56",0.852
"57",0.829
"58",0.824
"59",0.813
"60",0.841
"61",0.836
"62",0.817
"63",0.808
"64",0.819
"65",0.825
"66",0.808
"67",0.824
"68",0.793
"69",0.834
"70",0.819
"71",0.807
"72",0.82
"73",0.803
"74",0.773
"75",0.811
"76",0.801
"77",0.804
"78",0.796
"79",0.782
"80",0.8
"81",0.778
"82",0.768
"83",0.802
"84",0.799
"85",0.788
"86",0.776
"87",0.804
"88",0.769
"89",0.762
"90",0.766
"91",0.791
"92",0.775
"93",0.771
"94",0.73
"95",0.777
"96",0.759
"97",0.767
"98",0.752
"99",0.761
"100",0.771
"101",0.733
"102",0.752
"103",0.753
"104",0.771
"105",0.769
"106",0.763
"107",0.747
"108",0.737
"109",0.737
"110",0.737
"111",0.757
"112",0.729
"113",0.743
"114",0.754
"115",0.743
"116",0.745
"117",0.757
"118",0.741
"119",0.74
"120",0.738
"121",0.743
"122",0.709
"123",0.737
"124",0.75
"125",0.722
"126",0.732
"127",0.708
"128",0.712
"129",0.72
"130",0.686
"131",0.713
"132",0.71
"133",0.727
"134",0.709
"135",0.712
"136",0.695
"137",0.714
"138",0.686
"139",0.713
"140",0.693
"141",0.683
"142",0.692
"143",0.697
"144",0.687
"145",0.688
"146",0.719
"147",0.71
"148",0.67
"149",0.662
"150",0.671
"151",0.677
"152",0.665
"153",0.672
"154",0.693
"155",0.682
"156",0.67
"157",0.689
"158",0.661
"159",0.643
"160",0.677
"161",0.661
"162",0.636
"163",0.648
"164",0.661
"165",0.663
"166",0.65
"167",0.646
"168",0.64
"169",0.661
"170",0.669
"171",0.654
"172",0.658
"173",0.667
"174",0.639
"175",0.623
"176",0.64
"177",0.629
"178",0.641
"179",0.629
"180",0.655
"181",0.627
"182",0.624
"183",0.658
"184",0.623
"185",0.637
"186",0.609
"187",0.617
"188",0.631
"189",0.596
"190",0.601
"191",0.631
"192",0.619
"193",0.625
"194",0.633
"195",0.625
"196",0.63
"197",0.608
"198",0.603
"199",0.626
"200",0.6
"201",0.62
"202",0.593
"203",0.586
"204",0.602
"205",0.591
"206",0.59
"207",0.577
"208",0.608
"209",0.564
"210",0.584
"211",0.576
"212",0.581
"213",0.568
"214",0.584
"215",0.593
"216",0.562
"217",0.591
"218",0.561
"219",0.563
"220",0.586
"221",0.573
"222",0.57
"223",0.568
"224",0.551
"225",0.576
"226",0.561
"227",0.578
"228",0.525
"229",0.553
"230",0.555
"231",0.556
"232",0.556
"233",0.529
"234",0.531
"235",0.543
"236",0.542
"237",0.544
"238",0.534
"239",0.53
"240",0.569
"241",0.533
"242",0.535
"243",0.484
"244",0.525
"245",0.514
"246",0.528
"247",0.521
"248",0.523
"249",0.516
"250",0.526
"251",0.539
"252",0.52
"253",0.515
"254",0.505
"255",0.517
"256",0.5
"257",0.523
"258",0.513
"259",0.508
"260",0.494
"261",0.466
"262",0.53
"263",0.494
"264",0.499
"265",0.497
"266",0.502
"267",0.507
"268",0.46
"269",0.493
"270",0.491
"271",0.498
"272",0.456
"273",0.508
"274",0.504
"275",0.456
"276",0.473
"277",0.487
"278",0.457
"279",0.448
"280",0.48
"281",0.463
"282",0.493
"283",0.489
"284",0.488
"285",0.457
"286",0.481
"287",0.485
"288",0.459
"289",0.463
"290",0.466
"291",0.453
"292",0.469
"293",0.463
"294",0.466
"295",0.474
"296",0.465
"297",0.433
"298",0.426
"299",0.43
"300",0.497
"301",0.447
"302",0.454
"303",0.451
"304",0.43
"305",0.445
"306",0.404
"307",0.431
"308",0.407
"309",0.428
"310",0.441
"311",0.428
"312",0.437
"313",0.432
"314",0.444
"315",0.445
"316",0.418
"317",0.443
"318",0.434
"319",0.419
"320",0.413
"321",0.416
"322",0.444
"323",0.411
"324",0.42
"325",0.397
"326",0.42
"327",0.421
"328",0.399
"329",0.39
"330",0.407
"331",0.429
"332",0.39
"333",0.411
"334",0.42
"335",0.404
"336",0.404
"337",0.38
"338",0.42
"339",0.412
"340",0.4
"341",0.389
"342",0.404
"343",0.39
"344",0.389
"345",0.394
"346",0.373
"347",0.392
"348",0.376
"349",0.393
"350",0.382
"351",0.392
"352",0.39
"353",0.39
"354",0.38
"355",0.384
"356",0.397
"357",0.376
"358",0.362
"359",0.363
"360",0.367
"361",0.374
"362",0.391
"363",0.355
"364",0.366
"365",0.362
"366",0.384
"367",0.355
"368",0.361
"369",0.352
"370",0.358
"371",0.347
"372",0.391
"373",0.354
"374",0.381
"375",0.331
"376",0.345
"377",0.371
"378",0.331
"379",0.362
"380",0.364
"381",0.361
"382",0.339
"383",0.336
"384",0.355
"385",0.336
"386",0.367
"387",0.353
"388",0.328
"389",0.344
"390",0.333
"391",0.338
"392",0.335
"393",0.338
"394",0.333
"395",0.366
"396",0.301
"397",0.311
"398",0.322
"399",0.323
"400",0.345
"401",0.35
"402",0.338
"403",0.32
"404",0.323
"405",0.35
"406",0.323
"407",0.328
"408",0.305
"409",0.346
"410",0.332
"411",0.336
"412",0.325
"413",0.336
"414",0.316
"415",0.317
"416",0.316
"417",0.313
"418",0.318
"419",0.309
"420",0.298
"421",0.29
"422",0.325
"423",0.316
"424",0.312
"425",0.315
"426",0.305
"427",0.324
"428",0.272
"429",0.328
"430",0.332
"431",0.307
"432",0.286
"433",0.289
"434",0.316
"435",0.294
"436",0.29
"437",0.286
"438",0.302
"439",0.316
"440",0.307
"441",0.277
"442",0.29
"443",0.295
"444",0.314
"445",0.301
"446",0.303
"447",0.302
"448",0.268
"449",0.284
"450",0.267
"451",0.266
"452",0.303
"453",0.255
"454",0.274
"455",0.266
"456",0.282
"457",0.275
"458",0.246
"459",0.277
"460",0.272
"461",0.282
