"","5","10","15","20","25","30"
"1",4.08189794818405,11.6072979266519,16.1281668936345,21.9152398102227,20.3400771548764,29.9403307667515
"2",6.49486371620889,5.26636646984158,15.7750792512943,16.8133670037002,26.9212079730366,18.6319065523785
"3",5.0000000000411,9.54472008491223,20.0434152572139,23.2342142328819,24.3057056506521,27.3053254457309
"4",1.53589543962939,12.4813166610611,15.986696050133,9.75397685206741,20.3151273668137,23.072360835773
"5",5.43931555181723,5.19938805161997,15.0627264409863,17.0165906616516,32.5790039123569,27.2055282571834
"6",5.0000000000411,8.94780582551941,21.7970820587115,24.5837562562674,29.0802881586939,26.5616099973043
"7",4.25514001890053,12.1112919775041,12.6830558267309,19.7752118539604,24.1745931961259,38.4482641672867
"8",4.38817675943035,12.2565029152997,18.2579002497401,14.1034753873611,34.9680986894031,33.7464403807713
"9",4.86696325951128,12.2093149247364,14.4775901392655,26.6013250573479,20.1280244975328,26.1846246356376
"10",3.37209954334349,9.5359989833472,19.8754567939326,14.9925078815827,24.1612248204916,23.7473097977589
"11",5.61182324065184,10.506114872256,17.5711173928837,28.4436791054864,22.6787938739967,30.5256098770914
"12",1.84217425087569,6.13561492846286,19.9062780474865,15.9421304666278,26.3678393700123,33.2210615789761
"13",2.58703423201626,5.87882726992533,17.2540945814774,20.1218624179262,22.9204015277021,19.3590498216171
"14",6.05113879242797,12.0166612013653,14.5756992277126,19.475803435477,25.7776704510537,39.8492361715878
"15",1.53589543962939,8.59108012045967,14.9238174464718,18.1290614531774,18.4642449802497,28.5002416738451
"16",5.30627881128741,8.60192204317895,17.680286028549,17.8755792837552,20.3810627131535,31.7377940506821
"17",8.46410456045281,9.1816858262769,16.9171522195155,15.5079333401683,31.932375355282,25.7310631875234
"18",5.43931555181723,10.0000000002496,10.894638810958,12.6721165776803,28.3248050787724,32.8118911986786
"19",4.38817675943035,11.3189451695013,16.3583091684159,18.3405697803198,23.3807611787204,31.4369686494955
"20",5.43931555181723,8.6199806040213,14.3295127901476,20.627612619191,30.906723506616,34.7994235716667
"21",5.0000000000411,7.69154663515079,16.253751087388,24.3746289787639,31.0441632402943,31.0154759895074
