"","x"
"1",0.532
"2",0.527
"3",0.537
"4",0.538
"5",0.486
"6",0.513
"7",0.521
"8",0.509
"9",0.505
"10",0.515
"11",0.52
"12",0.51
"13",0.53
"14",0.525
"15",0.515
"16",0.534
"17",0.532
"18",0.529
"19",0.524
"20",0.506
"21",0.477
"22",0.499
"23",0.527
"24",0.512
"25",0.512
"26",0.485
"27",0.537
"28",0.507
"29",0.504
"30",0.513
"31",0.507
"32",0.504
"33",0.514
"34",0.485
"35",0.507
"36",0.489
"37",0.524
"38",0.516
"39",0.49
"40",0.512
"41",0.502
"42",0.491
"43",0.493
"44",0.493
"45",0.504
"46",0.485
"47",0.494
"48",0.494
"49",0.515
"50",0.478
"51",0.485
"52",0.495
"53",0.48
"54",0.464
"55",0.482
"56",0.478
"57",0.477
"58",0.496
"59",0.48
"60",0.506
"61",0.476
"62",0.506
"63",0.497
"64",0.474
"65",0.515
"66",0.506
"67",0.475
"68",0.48
"69",0.464
"70",0.508
"71",0.464
"72",0.493
"73",0.468
"74",0.478
"75",0.506
"76",0.484
"77",0.493
"78",0.43
"79",0.481
"80",0.49
"81",0.487
"82",0.473
"83",0.468
"84",0.474
"85",0.466
"86",0.475
"87",0.493
"88",0.486
"89",0.459
"90",0.477
"91",0.472
"92",0.46
"93",0.462
"94",0.441
"95",0.451
"96",0.46
"97",0.486
"98",0.448
"99",0.455
"100",0.447
"101",0.466
"102",0.454
"103",0.445
"104",0.464
"105",0.469
"106",0.43
"107",0.458
"108",0.436
"109",0.46
"110",0.429
"111",0.446
"112",0.448
"113",0.469
"114",0.471
"115",0.452
"116",0.447
"117",0.441
"118",0.468
"119",0.433
"120",0.447
"121",0.433
"122",0.437
"123",0.453
"124",0.435
"125",0.435
"126",0.447
"127",0.43
"128",0.448
"129",0.427
"130",0.425
"131",0.445
"132",0.423
"133",0.433
"134",0.43
"135",0.455
"136",0.417
"137",0.418
"138",0.424
"139",0.424
"140",0.416
"141",0.417
"142",0.426
"143",0.424
"144",0.431
"145",0.414
"146",0.416
"147",0.425
"148",0.426
"149",0.393
"150",0.401
"151",0.449
"152",0.404
"153",0.429
"154",0.414
"155",0.443
"156",0.393
"157",0.432
"158",0.418
"159",0.411
"160",0.398
"161",0.424
"162",0.407
"163",0.407
"164",0.425
"165",0.416
"166",0.395
"167",0.39
"168",0.425
"169",0.362
"170",0.414
"171",0.419
"172",0.38
"173",0.402
"174",0.399
"175",0.403
"176",0.41
"177",0.404
"178",0.401
"179",0.41
"180",0.401
"181",0.419
"182",0.4
"183",0.412
"184",0.384
"185",0.389
"186",0.397
"187",0.419
"188",0.39
"189",0.405
"190",0.39
"191",0.392
"192",0.404
"193",0.371
"194",0.402
"195",0.381
"196",0.35
"197",0.387
"198",0.379
"199",0.397
"200",0.39
"201",0.39
"202",0.407
"203",0.379
"204",0.382
"205",0.369
"206",0.36
"207",0.398
"208",0.407
"209",0.396
"210",0.411
"211",0.378
"212",0.37
"213",0.376
"214",0.348
"215",0.375
"216",0.37
"217",0.35
"218",0.393
"219",0.383
"220",0.363
"221",0.376
"222",0.373
"223",0.393
"224",0.373
"225",0.361
"226",0.371
"227",0.387
"228",0.329
"229",0.357
"230",0.378
"231",0.364
"232",0.369
"233",0.344
"234",0.353
"235",0.362
"236",0.348
"237",0.35
"238",0.369
