"x"
"1",0.1618
"2",0.1577
"3",0.1676
"4",0.1627
"5",0.1636
"6",0.1628
"7",0.166
"8",0.1711
"9",0.1744
"10",0.1771
"11",0.181
"12",0.1801
"13",0.1821
"14",0.1858
"15",0.1876
"16",0.1928
"17",0.1832
"18",0.1912
"19",0.1863
"20",0.1964
"21",0.1968
"22",0.197
"23",0.197
"24",0.2015
"25",0.209
"26",0.2055
"27",0.2079
"28",0.2023
"29",0.2127
"30",0.218
"31",0.2164
"32",0.2147
"33",0.2273
"34",0.2196
"35",0.221
"36",0.2269
"37",0.2296
"38",0.2334
"39",0.2238
"40",0.2261
"41",0.2394
"42",0.2429
"43",0.2429
"44",0.2421
"45",0.244
"46",0.2459
"47",0.2479
"48",0.2479
"49",0.2468
"50",0.2554
"51",0.252
"52",0.2575
"53",0.2578
"54",0.2605
"55",0.2607
"56",0.2615
"57",0.2722
"58",0.2664
"59",0.2697
"60",0.2676
"61",0.2713
"62",0.2785
"63",0.2804
"64",0.2677
"65",0.2775
"66",0.2861
"67",0.276
"68",0.2755
"69",0.2858
"70",0.2935
"71",0.2894
"72",0.2932
"73",0.2939
"74",0.3006
"75",0.2989
"76",0.2998
"77",0.3033
"78",0.3118
"79",0.3056
"80",0.311
"81",0.3099
"82",0.3199
"83",0.3133
"84",0.3157
"85",0.3169
"86",0.3292
"87",0.3178
"88",0.3243
"89",0.3235
"90",0.321
"91",0.3277
"92",0.3251
"93",0.3308
"94",0.3309
"95",0.3381
"96",0.3368
"97",0.3434
"98",0.3422
"99",0.3381
"100",0.348
"101",0.3456
"102",0.3463
"103",0.3475
"104",0.3502
"105",0.3468
"106",0.3526
"107",0.3479
"108",0.3524
"109",0.3509
"110",0.3601
"111",0.3585
"112",0.3609
"113",0.3608
"114",0.3702
"115",0.3735
"116",0.3753
"117",0.3778
"118",0.3756
"119",0.3732
"120",0.3777
"121",0.376
"122",0.3787
"123",0.3827
"124",0.3852
"125",0.3872
"126",0.3882
"127",0.3892
"128",0.3976
"129",0.3949
"130",0.3904
"131",0.397
"132",0.4019
"133",0.4042
"134",0.4016
"135",0.4022
"136",0.4039
"137",0.4036
"138",0.4011
"139",0.4064
"140",0.402
"141",0.4178
"142",0.4158
"143",0.4042
"144",0.412
"145",0.4188
"146",0.4171
"147",0.4263
"148",0.4175
"149",0.4247
"150",0.4179
"151",0.4282
"152",0.4232
"153",0.4306
"154",0.4408
"155",0.4303
"156",0.4374
"157",0.4409
"158",0.4396
"159",0.4379
"160",0.437
"161",0.4487
"162",0.447
"163",0.4548
"164",0.4434
"165",0.4546
"166",0.4486
"167",0.4573
"168",0.4358
"169",0.4525
"170",0.4663
"171",0.4553
"172",0.4461
"173",0.4597
"174",0.4608
"175",0.4637
"176",0.4652
"177",0.4703
"178",0.4678
"179",0.4673
"180",0.4688
"181",0.4685
"182",0.4729
"183",0.4797
"184",0.4707
"185",0.4772
"186",0.4746
"187",0.4769
"188",0.4768
"189",0.4845
"190",0.4858
"191",0.4796
"192",0.4817
"193",0.4794
"194",0.4955
"195",0.4945
"196",0.4964
"197",0.4956
"198",0.4962
"199",0.4969
"200",0.4928
"201",0.4908
"202",0.5013
"203",0.5083
"204",0.5042
"205",0.5086
"206",0.5059
"207",0.5097
"208",0.5146
"209",0.5104
"210",0.498
"211",0.5149
"212",0.5123
"213",0.5072
"214",0.5283
"215",0.5202
"216",0.5229
"217",0.5161
"218",0.516
"219",0.5241
"220",0.5215
"221",0.5304
"222",0.532
"223",0.5241
"224",0.5311
"225",0.5321
"226",0.5331
"227",0.5354
"228",0.5432
"229",0.5314
"230",0.5334
"231",0.5391
"232",0.5375
"233",0.5352
"234",0.5413
"235",0.5406
"236",0.5537
"237",0.5437
"238",0.5395
"239",0.5477
"240",0.5388
"241",0.5449
"242",0.55
"243",0.5593
"244",0.5539
"245",0.5526
"246",0.5496
"247",0.5526
"248",0.556
"249",0.5611
"250",0.5651
"251",0.566
"252",0.5654
"253",0.5574
"254",0.566
"255",0.563
"256",0.5729
"257",0.5587
"258",0.5701
"259",0.5635
"260",0.578
"261",0.5685
"262",0.5679
"263",0.5804
"264",0.5791
"265",0.5727
"266",0.5835
"267",0.5686
"268",0.5788
"269",0.5863
"270",0.5839
"271",0.5892
"272",0.5889
"273",0.5815
"274",0.5894
"275",0.5882
"276",0.5944
"277",0.5885
"278",0.5921
"279",0.5941
"280",0.596
"281",0.5896
"282",0.5948
"283",0.6033
"284",0.5933
"285",0.6012
"286",0.6035
"287",0.597
"288",0.6029
"289",0.5989
"290",0.6041
"291",0.6072
"292",0.605
"293",0.6028
"294",0.6116
"295",0.6062
"296",0.6108
"297",0.6212
"298",0.6009
"299",0.6118
"300",0.5993
"301",0.6248
"302",0.6112
"303",0.62
"304",0.6214
"305",0.6223
"306",0.6299
"307",0.6219
"308",0.6261
"309",0.6287
"310",0.6288
"311",0.6275
"312",0.6247
"313",0.62
"314",0.6237
"315",0.6329
"316",0.633
"317",0.6268
"318",0.632
"319",0.6331
"320",0.6327
"321",0.6361
"322",0.6399
"323",0.6392
"324",0.648
"325",0.6343
"326",0.6352
"327",0.6381
"328",0.6367
"329",0.6389
"330",0.6429
"331",0.6428
"332",0.6449
"333",0.6512
"334",0.6519
"335",0.6425
"336",0.651
"337",0.6426
"338",0.6468
