"x"
"1",0.1649
"2",0.1748
"3",0.177
"4",0.1725
"5",0.1975
"6",0.1944
"7",0.2038
"8",0.2051
"9",0.217
"10",0.2269
"11",0.2303
"12",0.2403
"13",0.2449
"14",0.2598
"15",0.2582
"16",0.2559
"17",0.2706
"18",0.281
"19",0.294
"20",0.2921
"21",0.2978
"22",0.3135
"23",0.3135
"24",0.3162
"25",0.3319
"26",0.3383
"27",0.3503
"28",0.3528
"29",0.3427
"30",0.3621
"31",0.3635
"32",0.3706
"33",0.3852
"34",0.3792
"35",0.3882
"36",0.3958
"37",0.4027
"38",0.404
"39",0.4223
"40",0.4217
"41",0.4317
"42",0.4267
"43",0.4403
"44",0.4488
"45",0.4578
"46",0.4522
"47",0.4662
"48",0.4716
"49",0.4708
"50",0.4882
"51",0.4816
"52",0.4897
"53",0.4972
"54",0.4985
"55",0.5098
"56",0.512
"57",0.505
"58",0.5222
"59",0.5266
"60",0.5322
"61",0.5378
"62",0.5372
"63",0.5414
"64",0.5392
"65",0.5514
"66",0.562
"67",0.5611
"68",0.57
"69",0.5703
"70",0.583
"71",0.5747
"72",0.5879
"73",0.5883
"74",0.5905
"75",0.5947
"76",0.6069
"77",0.6038
"78",0.6094
"79",0.6026
"80",0.6147
"81",0.6145
"82",0.6149
"83",0.6263
"84",0.6305
"85",0.638
"86",0.6329
"87",0.642
"88",0.6385
"89",0.6463
"90",0.6474
"91",0.6556
"92",0.6642
"93",0.6523
"94",0.6656
"95",0.6593
"96",0.6719
"97",0.6688
"98",0.6636
"99",0.6849
"100",0.6769
"101",0.6811
"102",0.6837
"103",0.7001
"104",0.6921
"105",0.6887
"106",0.6969
"107",0.7043
"108",0.7094
"109",0.7068
"110",0.7153
"111",0.7214
"112",0.7157
"113",0.7134
"114",0.7186
"115",0.7182
"116",0.7253
"117",0.7252
"118",0.7292
"119",0.7309
"120",0.7358
"121",0.7475
"122",0.7478
"123",0.7387
"124",0.7464
"125",0.7425
"126",0.7536
"127",0.745
"128",0.7526
"129",0.7611
